Country,Customer_Name,Delivery_Year ,Engine,Model_Series,Order_Month,Order_Year,Region,Delivery_Total,Order_Total,Unfilled_Orders
Russian Federation,UTair Aviation,,CF,737-900ER,Sep,2011,Europe,0,7,
Russian Federation,UTair Aviation,2013,CF,737-800,Sep,2011,Europe,1,1,
Russian Federation,UTair Aviation,2014,CF,737-800,Sep,2011,Europe,5,5,
Russian Federation,Volga-Dnepr UK Ltd,2012,GE,747-8F,Nov,2006,Europe,3,3,
Russian Federation,Volga-Dnepr UK Ltd,2013,GE,747-8F,Nov,2006,Europe,2,2,
Russian Federation,Volga-Dnepr UK Ltd,2019,GE,747-8F,Nov,2017,Europe,1,1,
Russian Federation,Volga-Dnepr UK Ltd,,GE,747-8F,Dec,2018,Europe,0,4,
Russian Federation,Volga-Dnepr UK Ltd,,GE,777F,Dec,2018,Europe,0,8,6
Rwanda,RwandAir,2011,CF,737-800,Dec,2009,Africa,2,2,
Samoa,Samoa Airways,1981,PW,737-200,Jun,1979,Oceania,1,1,
Saudi Arabia,Albaraka,,NS,737-400,Oct,1989,Middle East,0,1,
Saudi Arabia,Albaraka,1993,CF,737-400,Oct,1989,Middle East,1,1,
Saudi Arabia,Dream Aviation Ltd.,1999,GE,777-200ER,Nov,1998,Middle East,1,1,
Saudi Arabia,Kingdom of Saudi Arabia,1986,CF,707/720,Jun,1983,Middle East,4,4,
Saudi Arabia,Kingdom of Saudi Arabia,1987,CF,707/720,Jun,1983,Middle East,7,7,
Saudi Arabia,Kingdom of Saudi Arabia,1993,PW,MD-11,Jun,1993,Middle East,2,2,
Saudi Arabia,Kingdom of Saudi Arabia,1975,PW,707/720,Sep,1975,Middle East,1,1,
Saudi Arabia,Kingdom of Saudi Arabia,1979,RR,747-100,Nov,1977,Middle East,1,1,
Saudi Arabia,Kingdom of Saudi Arabia,1983,PW,747-300,Dec,1983,Middle East,1,1,
Saudi Arabia,Kingdom of Saudi Arabia,1987,CF,707/720,Dec,1983,Middle East,2,2,
Saudi Arabia,Mid East Jet,1997,PW,757-200,Jan,1997,Middle East,1,1,
Saudi Arabia,Mid East Jet,1996,GE,767-200ER,Oct,1996,Middle East,1,1,
Saudi Arabia,Mid East Jet,1998,GE,777-200ER,Oct,1997,Middle East,1,1,
Saudi Arabia,Rafic B. Hariri,1983,PW,727,Jan,1983,Middle East,1,1,
Saudi Arabia,Saudi Arabian Airlines,1967,PW,DC-9,Feb,1965,Middle East,3,3,
Saudi Arabia,Saudi Arabian Airlines,1977,PW,707/720,Feb,1977,Middle East,2,2,
Saudi Arabia,Saudi Arabian Airlines,1977,PW,737-200,Feb,1977,Middle East,2,2,
Saudi Arabia,Saudi Arabian Airlines,1978,PW,737-200,Feb,1977,Middle East,1,1,
Saudi Arabia,Saudi Arabian Airlines,1978,PW,737-200,Feb,1978,Middle East,2,2,
Saudi Arabia,Saudi Arabian Airlines,1982,RR,747-100,Mar,1981,Middle East,4,4,
Saudi Arabia,Saudi Arabian Airlines,1979,PW,737-200,Apr,1979,Middle East,1,1,
Saudi Arabia,Saudi Arabian Airlines,2012,GE,777-300ER,Apr,2010,Middle East,6,6,
Saudi Arabia,Saudi Arabian Airlines,2013,GE,777-300ER,Apr,2010,Middle East,6,6,
Saudi Arabia,Saudi Arabian Airlines,1968,PW,707/720,May,1967,Middle East,2,2,
Saudi Arabia,Saudi Arabian Airlines,1974,PW,737-200,May,1973,Middle East,2,2,
Saudi Arabia,Saudi Arabian Airlines,1976,PW,707/720,Jun,1976,Middle East,1,1,
Saudi Arabia,Saudi Arabian Airlines,1976,PW,737-200,Jun,1976,Middle East,3,3,
Saudi Arabia,Saudi Arabian Airlines,1997,GE,747-400,Jun,1995,Middle East,1,1,
Saudi Arabia,Saudi Arabian Airlines,1997,GE,777-200ER,Jun,1995,Middle East,4,4,
Saudi Arabia,Saudi Arabian Airlines,1998,GE,747-400,Jun,1995,Middle East,2,2,
Saudi Arabia,Saudi Arabian Airlines,1998,GE,777-200ER,Jun,1995,Middle East,10,10,
Saudi Arabia,Saudi Arabian Airlines,1999,GE,747-400,Jun,1995,Middle East,1,1,
Saudi Arabia,Saudi Arabian Airlines,1999,GE,777-200ER,Jun,1995,Middle East,5,5,
Saudi Arabia,Saudi Arabian Airlines,2000,GE,777-200ER,Jun,1995,Middle East,2,2,
Saudi Arabia,Saudi Arabian Airlines,2001,GE,747-400,Jun,1995,Middle East,1,1,
Saudi Arabia,Saudi Arabian Airlines,2001,GE,777-200ER,Jun,1995,Middle East,2,2,
Saudi Arabia,Saudi Arabian Airlines,1972,PW,737-200,Jul,1971,Middle East,5,5,
Saudi Arabia,Saudi Arabian Airlines,1985,RR,747-300,Aug,1984,Middle East,5,5,
Saudi Arabia,Saudi Arabian Airlines,1986,RR,747-300,Aug,1984,Middle East,5,5,
Saudi Arabia,Saudi Arabian Airlines,1961,PW,707/720,Sep,1961,Middle East,2,2,
Saudi Arabia,Saudi Arabian Airlines,1976,PW,737-200,Sep,1976,Middle East,4,4,
Saudi Arabia,Saudi Arabian Airlines,1997,GE,MD-11,Oct,1995,Middle East,3,3,
Saudi Arabia,Saudi Arabian Airlines,1998,GE,MD-11,Oct,1995,Middle East,1,1,
Saudi Arabia,Saudi Arabian Airlines,1998,RR,MD-90,Oct,1995,Middle East,17,17,
Saudi Arabia,Saudi Arabian Airlines,1999,RR,MD-90,Oct,1995,Middle East,9,9,
Saudi Arabia,Saudi Arabian Airlines,2000,RR,MD-90,Oct,1995,Middle East,3,3,
Saudi Arabia,Saudi Arabian Airlines,2014,GE,777-300ER,Nov,2011,Middle East,2,2,
Saudi Arabia,Saudi Arabian Airlines,2015,GE,777-300ER,Nov,2011,Middle East,5,5,
Saudi Arabia,Saudi Arabian Airlines,2016,GE,777-300ER,Nov,2011,Middle East,1,1,
Saudi Arabia,Saudi Arabian Airlines,2016,GE,787-9,Nov,2010,Middle East,4,4,
Saudi Arabia,Saudi Arabian Airlines,2017,GE,787-9,Nov,2010,Middle East,4,4,
Saudi Arabia,Saudi Arabian Airlines,1975,PW,707/720,Dec,1974,Middle East,2,2,
Saudi Arabia,Saudi Arabian Airlines,1981,RR,747-100,Dec,1979,Middle East,6,6,
Saudi Arabia,Saudi Arabian Airlines,1989,RR,747-200,Dec,1988,Middle East,1,1,
Saudi Arabia,Saudi Arabian Airlines,2019,GE,787-10,Dec,2008,Middle East,3,3,
Saudi Arabia,Saudi Arabian Airlines,2020,GE,787-10,Dec,2008,Middle East,2,2,
Senegal,Air Senegal International,2005,CF,737-700,May,2004,Africa,1,1,
Senegal,Republic of Senegal,1976,PW,727,Aug,1976,Africa,1,1,
Serbia,Air Serbia,1974,PW,727,Feb,1974,Europe,1,1,
Serbia,Air Serbia,1975,PW,727,Feb,1974,Europe,3,3,
Serbia,Air Serbia,1970,PW,DC-9,Mar,1969,Europe,4,4,
Serbia,Air Serbia,1971,PW,DC-9,Mar,1969,Europe,1,1,
Serbia,Air Serbia,1973,PW,DC-9,Mar,1972,Europe,6,6,
Serbia,Air Serbia,1985,CF,737-300,Mar,1985,Europe,2,2,
Serbia,Air Serbia,1981,PW,727,Apr,1980,Europe,2,2,
Serbia,Air Serbia,1970,PW,DC-9,May,1970,Europe,1,1,
Serbia,Air Serbia,1971,PW,DC-9,May,1970,Europe,2,2,
Serbia,Air Serbia,1978,GE,DC-10,Jun,1977,Europe,1,1,
Serbia,Air Serbia,1979,GE,DC-10,Jun,1977,Europe,1,1,
Serbia,Air Serbia,,NS,MD-11,Jul,1989,Europe,0,3,
Serbia,Air Serbia,,NS,MD-11,Jul,1990,Europe,0,1,
Serbia,Air Serbia,1975,PW,727,Jul,1975,Europe,1,1,
Serbia,Air Serbia,1988,CF,737-300,Jul,1987,Europe,2,2,
Serbia,Air Serbia,1980,PW,727,Sep,1979,Europe,2,2,
Serbia,Air Serbia,1985,CF,737-300,Sep,1984,Europe,2,2,
Serbia,Air Serbia,1974,PW,727,Dec,1973,Europe,2,2,
Serbia,Air Serbia,1986,CF,737-300,Dec,1985,Europe,3,3,
Serbia,AVIOGENEX,1987,PW,737-200,Aug,1986,Europe,1,1,
Serbia,AVIOGENEX,1988,PW,737-200,Oct,1987,Europe,1,1,
Serbia,Pan Adria,1973,PW,DC-9,May,1972,Europe,1,1,
Singapore,BOC Aviation Limited,2016,CF,737-800,Feb,2015,Southeast Asia,3,3,
Singapore,BOC Aviation Limited,2017,CF,737-800,Feb,2017,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,2018,CF,737-800,Feb,2017,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,,CF,737 MAX,Mar,2017,Southeast Asia,0,7,2
Singapore,BOC Aviation Limited,2018,CF,737 MAX,Mar,2017,Southeast Asia,5,5,
Singapore,BOC Aviation Limited,2018,RR,787-9,Mar,2018,Southeast Asia,1,1,
Singapore,BOC Aviation Limited,2019,RR,787-9,Mar,2018,Southeast Asia,5,5,
Singapore,BOC Aviation Limited,2009,CF,737-700,Apr,2006,Southeast Asia,3,3,
Singapore,BOC Aviation Limited,2009,CF,737-800,Apr,2006,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,2010,CF,737-800,Apr,2006,Southeast Asia,5,5,
Singapore,BOC Aviation Limited,,RR,787-9,May,2018,Southeast Asia,0,3,3
Singapore,BOC Aviation Limited,2006,CF,737-800,May,2005,Southeast Asia,3,3,
Singapore,BOC Aviation Limited,2007,CF,737-700,May,2005,Southeast Asia,1,1,
Singapore,BOC Aviation Limited,2007,CF,737-800,May,2005,Southeast Asia,6,6,
Singapore,BOC Aviation Limited,2008,CF,737-700,May,2005,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,2008,CF,737-800,May,2005,Southeast Asia,8,8,
Singapore,BOC Aviation Limited,2015,CF,737-800,May,2015,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,2016,CF,737-800,May,2015,Southeast Asia,1,1,
Singapore,BOC Aviation Limited,2017,CF,737-800,May,2014,Southeast Asia,1,1,
Singapore,BOC Aviation Limited,2019,RR,787-9,Jun,2017,Southeast Asia,4,4,
Singapore,BOC Aviation Limited,,CF,737 MAX,Aug,2014,Southeast Asia,0,50,27
Singapore,BOC Aviation Limited,,CF,737 MAX,Aug,2017,Southeast Asia,0,10,8
Singapore,BOC Aviation Limited,1995,GE,767-300ER,Aug,1995,Southeast Asia,1,1,
Singapore,BOC Aviation Limited,1996,GE,767-300ER,Aug,1995,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,2016,CF,737-800,Aug,2014,Southeast Asia,8,8,
Singapore,BOC Aviation Limited,2017,CF,737-800,Aug,2014,Southeast Asia,20,20,
Singapore,BOC Aviation Limited,2017,GE,777-300ER,Aug,2014,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,2018,CF,737-800,Aug,2014,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,2012,CF,737-800,Oct,2007,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,2012,GE,777-300ER,Oct,2010,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,2013,CF,737-800,Oct,2007,Southeast Asia,5,5,
Singapore,BOC Aviation Limited,2013,GE,777-300ER,Oct,2010,Southeast Asia,6,6,
Singapore,BOC Aviation Limited,2014,CF,737-800,Oct,2007,Southeast Asia,3,3,
Singapore,BOC Aviation Limited,2014,CF,737-800,Oct,2010,Southeast Asia,3,3,
Singapore,BOC Aviation Limited,,CF,737 MAX,Nov,2015,Southeast Asia,0,11,5
Singapore,BOC Aviation Limited,2018,CF,737-800,Nov,2015,Southeast Asia,9,9,
Singapore,BOC Aviation Limited,2019,CF,737-800,Nov,2015,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,,CF,737 MAX,Dec,2018,Southeast Asia,0,2,
Singapore,BOC Aviation Limited,1999,RR,777-300,Dec,1995,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,2001,RR,777-200ER,Dec,1995,Southeast Asia,1,1,
Singapore,BOC Aviation Limited,2001,RR,777-200ER,Dec,1996,Southeast Asia,1,1,
Singapore,BOC Aviation Limited,2002,RR,777-300,Dec,1995,Southeast Asia,1,1,
Singapore,BOC Aviation Limited,2002,RR,777-300,Dec,1996,Southeast Asia,1,1,
Singapore,BOC Aviation Limited,2009,CF,737-700,Dec,2006,Southeast Asia,4,4,
Singapore,BOC Aviation Limited,2010,CF,737-700,Dec,2006,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,2010,CF,737-800,Dec,2006,Southeast Asia,6,6,
Singapore,BOC Aviation Limited,2011,CF,737-700,Dec,2006,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,2011,CF,737-800,Dec,2006,Southeast Asia,6,6,
Singapore,BOC Aviation Limited,2015,CF,737-800,Dec,2014,Southeast Asia,2,2,
Singapore,BOC Aviation Limited,2019,CF,737 MAX,Dec,2018,Southeast Asia,3,3,
Singapore,BOC Aviation Limited,2021,CF,737 MAX,Dec,2018,Southeast Asia,3,3,
Singapore,BOC Aviation Limited,2022,CF,737 MAX,Dec,2018,Southeast Asia,3,3,
Singapore,BOC Aviation Limited,2022,GE,777-300ER,Dec,2018,Southeast Asia,3,3,
Singapore,MSA-Malaysia/Singapore A/L,1968,PW,707/720,May,1967,Southeast Asia,3,3,
Singapore,MSA-Malaysia/Singapore A/L,1969,PW,737-100,May,1967,Southeast Asia,5,5,
Singapore,MSA-Malaysia/Singapore A/L,1971,PW,737-200,May,1970,Southeast Asia,1,1,
Singapore,MSA-Malaysia/Singapore A/L,1971,PW,737-200,Dec,1970,Southeast Asia,1,1,
Singapore,Scoot PTE LTD,,RR,787-8,Jun,2013,Southeast Asia,0,3,3
Singapore,Scoot PTE LTD,,RR,787-9,Jun,2017,Southeast Asia,0,4,4
Singapore,Scoot PTE LTD,2015,RR,787-8,Oct,2006,Southeast Asia,4,4,
Singapore,Scoot PTE LTD,2015,RR,787-9,Oct,2006,Southeast Asia,6,6,
Singapore,Scoot PTE LTD,2016,RR,787-8,Oct,2006,Southeast Asia,2,2,
Singapore,Scoot PTE LTD,2017,RR,787-8,Oct,2006,Southeast Asia,4,4,
Singapore,Scoot PTE LTD,2018,RR,787-9,Oct,2006,Southeast Asia,2,2,
Singapore,Scoot PTE LTD,2019,RR,787-9,Oct,2006,Southeast Asia,2,2,
Singapore,SilkAir,,CF,737-800,Nov,2012,Southeast Asia,0,6,
Singapore,SilkAir,2014,CF,737-800,Nov,2012,Southeast Asia,8,8,
Singapore,SilkAir,2015,CF,737-800,Nov,2012,Southeast Asia,6,6,
Singapore,SilkAir,2016,CF,737-800,Nov,2012,Southeast Asia,3,3,
Singapore,SilkAir,2017,CF,737 MAX,Nov,2012,Southeast Asia,3,3,
Singapore,SilkAir,2018,CF,737 MAX,Nov,2012,Southeast Asia,2,2,
Singapore,SilkAir,2019,CF,737 MAX,Nov,2012,Southeast Asia,1,1,
Singapore,Singapore Airlines,1979,PW,747-200,Jan,1978,Southeast Asia,2,2,
Singapore,Singapore Airlines,1992,PW,747-400,Jan,1990,Southeast Asia,2,2,
Singapore,Singapore Airlines,1993,PW,747-400,Jan,1990,Southeast Asia,4,4,
Singapore,Singapore Airlines,1993,PW,747-400,Jan,1992,Southeast Asia,1,1,
Singapore,Singapore Airlines,1994,PW,747-400,Jan,1990,Southeast Asia,5,5,
Singapore,Singapore Airlines,1994,PW,747-400F,Jan,1992,Southeast Asia,1,1,
Singapore,Singapore Airlines,1995,PW,747-400,Jan,1990,Southeast Asia,1,1,
Singapore,Singapore Airlines,1995,PW,747-400F,Jan,1990,Southeast Asia,1,1,
Singapore,Singapore Airlines,1996,PW,747-400,Jan,1990,Southeast Asia,1,1,
Singapore,Singapore Airlines,1996,PW,747-400,Jan,1992,Southeast Asia,1,1,
Singapore,Singapore Airlines,1997,PW,747-400,Jan,1992,Southeast Asia,1,1,
Singapore,Singapore Airlines,1998,PW,747-400F,Jan,1990,Southeast Asia,1,1,
Singapore,Singapore Airlines,,GE,777X,Feb,2021,Southeast Asia,0,11,11
Singapore,Singapore Airlines,1976,PW,747-200,Feb,1975,Southeast Asia,1,1,
Singapore,Singapore Airlines,1978,PW,727,Feb,1977,Southeast Asia,3,3,
Singapore,Singapore Airlines,1989,PW,747-400,Mar,1986,Southeast Asia,5,5,
Singapore,Singapore Airlines,1990,PW,747-400,Mar,1986,Southeast Asia,2,2,
Singapore,Singapore Airlines,1991,PW,747-400,Mar,1986,Southeast Asia,5,5,
Singapore,Singapore Airlines,1992,PW,747-400,Mar,1986,Southeast Asia,2,2,
Singapore,Singapore Airlines,1994,PW,747-400F,Mar,1991,Southeast Asia,1,1,
Singapore,Singapore Airlines,1995,PW,747-400,Mar,1991,Southeast Asia,2,2,
Singapore,Singapore Airlines,1995,PW,747-400F,Mar,1991,Southeast Asia,1,1,
Singapore,Singapore Airlines,1996,PW,747-400,Mar,1991,Southeast Asia,1,1,
Singapore,Singapore Airlines,2001,PW,747-400F,Mar,1991,Southeast Asia,1,1,
Singapore,Singapore Airlines,1975,PW,747-200,May,1974,Southeast Asia,1,1,
Singapore,Singapore Airlines,1979,PW,727,May,1978,Southeast Asia,4,4,
Singapore,Singapore Airlines,1979,PW,747-200,May,1978,Southeast Asia,2,2,
Singapore,Singapore Airlines,1980,PW,747-200,May,1978,Southeast Asia,7,7,
Singapore,Singapore Airlines,1981,PW,747-200,May,1978,Southeast Asia,1,1,
Singapore,Singapore Airlines,1984,PW,757-200,May,1983,Southeast Asia,4,4,
Singapore,Singapore Airlines,1985,PW,747-300,May,1983,Southeast Asia,3,3,
Singapore,Singapore Airlines,1986,PW,747-300,May,1983,Southeast Asia,2,2,
Singapore,Singapore Airlines,1987,PW,747-300,May,1983,Southeast Asia,1,1,
Singapore,Singapore Airlines,2003,RR,777-200ER,May,2001,Southeast Asia,4,4,
Singapore,Singapore Airlines,2004,RR,777-200ER,May,2001,Southeast Asia,2,2,
Singapore,Singapore Airlines,2005,RR,777-300,May,2001,Southeast Asia,3,3,
Singapore,Singapore Airlines,2006,GE,777-300ER,May,2001,Southeast Asia,1,1,
Singapore,Singapore Airlines,,GE,777X,Jun,2017,Southeast Asia,0,20,20
Singapore,Singapore Airlines,,RR,787-10,Jun,2013,Southeast Asia,0,12,7
Singapore,Singapore Airlines,,RR,787-10,Jun,2017,Southeast Asia,0,15,1
Singapore,Singapore Airlines,1977,PW,727,Jun,1976,Southeast Asia,3,3,
Singapore,Singapore Airlines,1978,GE,DC-10,Jun,1977,Southeast Asia,2,2,
Singapore,Singapore Airlines,1979,GE,DC-10,Jun,1977,Southeast Asia,2,2,
Singapore,Singapore Airlines,1993,PW,747-400,Jun,1992,Southeast Asia,1,1,
Singapore,Singapore Airlines,1994,PW,747-400,Jun,1992,Southeast Asia,1,1,
Singapore,Singapore Airlines,1996,PW,747-400,Jun,1994,Southeast Asia,1,1,
Singapore,Singapore Airlines,1997,PW,747-400,Jun,1994,Southeast Asia,1,1,
Singapore,Singapore Airlines,1997,PW,747-400F,Jun,1994,Southeast Asia,1,1,
Singapore,Singapore Airlines,1999,PW,747-400F,Jun,1994,Southeast Asia,1,1,
Singapore,Singapore Airlines,2000,PW,747-400,Jun,1994,Southeast Asia,1,1,
Singapore,Singapore Airlines,2000,PW,747-400F,Jun,1994,Southeast Asia,1,1,
Singapore,Singapore Airlines,2001,PW,747-400,Jun,1994,Southeast Asia,4,4,
Singapore,Singapore Airlines,2002,PW,747-400F,Jun,1994,Southeast Asia,1,1,
Singapore,Singapore Airlines,2018,RR,787-10,Jun,2013,Southeast Asia,8,8,
Singapore,Singapore Airlines,2019,RR,787-10,Jun,2013,Southeast Asia,7,7,
Singapore,Singapore Airlines,1973,PW,747-200,Jul,1972,Southeast Asia,2,2,
Singapore,Singapore Airlines,2003,RR,777-200ER,Jul,2001,Southeast Asia,3,3,
Singapore,Singapore Airlines,,CF,737 MAX,Aug,2015,Southeast Asia,0,6,6
Singapore,Singapore Airlines,1974,PW,747-200,Aug,1973,Southeast Asia,1,1,
Singapore,Singapore Airlines,1979,GE,DC-10,Aug,1978,Southeast Asia,1,1,
Singapore,Singapore Airlines,1988,PW,747-200,Aug,1987,Southeast Asia,1,1,
Singapore,Singapore Airlines,1977,PW,747-200,Sep,1976,Southeast Asia,1,1,
Singapore,Singapore Airlines,1979,GE,DC-10,Sep,1978,Southeast Asia,1,1,
Singapore,Singapore Airlines,1980,GE,DC-10,Sep,1978,Southeast Asia,1,1,
Singapore,Singapore Airlines,2013,GE,777-300ER,Sep,2011,Southeast Asia,2,2,
Singapore,Singapore Airlines,2014,GE,777-300ER,Sep,2011,Southeast Asia,2,2,
Singapore,Singapore Airlines,2015,GE,777-300ER,Sep,2011,Southeast Asia,4,4,
Singapore,Singapore Airlines,2002,RR,777-200ER,Oct,2000,Southeast Asia,3,3,
Singapore,Singapore Airlines,,CF,737 MAX,Nov,2012,Southeast Asia,0,18,18
Singapore,Singapore Airlines,1977,PW,747-200,Nov,1976,Southeast Asia,1,1,
Singapore,Singapore Airlines,2002,RR,777-200ER,Nov,2000,Southeast Asia,1,1,
Singapore,Singapore Airlines,2002,RR,777-300,Nov,2000,Southeast Asia,1,1,
Singapore,Singapore Airlines,2003,PW,747-400F,Nov,2000,Southeast Asia,2,2,
Singapore,Singapore Airlines,2004,PW,747-400F,Nov,2000,Southeast Asia,2,2,
Singapore,Singapore Airlines,2005,PW,747-400F,Nov,2000,Southeast Asia,1,1,
Singapore,Singapore Airlines,2006,PW,747-400F,Nov,2000,Southeast Asia,1,1,
Singapore,Singapore Airlines,2021,CF,737 MAX,Nov,2012,Southeast Asia,4,4,
Singapore,Singapore Airlines,2022,CF,737 MAX,Nov,2012,Southeast Asia,3,3,
Singapore,Singapore Airlines,1983,PW,747-300,Dec,1981,Southeast Asia,4,4,
Singapore,Singapore Airlines,1984,PW,747-300,Dec,1981,Southeast Asia,3,3,
Singapore,Singapore Airlines,1985,PW,747-300,Dec,1981,Southeast Asia,1,1,
Singapore,Singapore Airlines,1996,PW,747-400F,Dec,1995,Southeast Asia,1,1,
Singapore,Singapore Airlines,1997,RR,777-200ER,Dec,1995,Southeast Asia,4,4,
Singapore,Singapore Airlines,1998,RR,777-200ER,Dec,1995,Southeast Asia,4,4,
Singapore,Singapore Airlines,1998,RR,777-200ER,Dec,1996,Southeast Asia,2,2,
Singapore,Singapore Airlines,1998,RR,777-300,Dec,1995,Southeast Asia,2,2,
Singapore,Singapore Airlines,1999,RR,777-200ER,Dec,1995,Southeast Asia,3,3,
Singapore,Singapore Airlines,1999,RR,777-300,Dec,1995,Southeast Asia,3,3,
Singapore,Singapore Airlines,2001,RR,777-200ER,Dec,1995,Southeast Asia,6,6,
Singapore,Singapore Airlines,2001,RR,777-200ER,Dec,1999,Southeast Asia,4,4,
Singapore,Singapore Airlines,2001,RR,777-300,Dec,1995,Southeast Asia,1,1,
Singapore,Singapore Airlines,2001,RR,777-300,Dec,1999,Southeast Asia,1,1,
Singapore,Singapore Airlines,2002,RR,777-200ER,Dec,1995,Southeast Asia,4,4,
Singapore,Singapore Airlines,2002,RR,777-200ER,Dec,1999,Southeast Asia,3,3,
Singapore,Singapore Airlines,2003,RR,777-200ER,Dec,1999,Southeast Asia,2,2,
Singapore,Singapore Airlines,2004,RR,777-200ER,Dec,1995,Southeast Asia,1,1,
Singapore,Singapore Airlines,2004,RR,777-300,Dec,2002,Southeast Asia,1,1,
Singapore,Singapore Airlines,2006,GE,777-300ER,Dec,2004,Southeast Asia,5,5,
Singapore,Singapore Airlines,2007,GE,777-300ER,Dec,2004,Southeast Asia,5,5,
Singapore,Singapore Airlines,2008,GE,777-300ER,Dec,2004,Southeast Asia,7,7,
Singapore,Singapore Airlines,2009,GE,777-300ER,Dec,2004,Southeast Asia,1,1,
Singapore,Transportation Partners Pte Lt,,RR,787-8,Jun,2012,Southeast Asia,0,5,
Slovakia (Slovak Republic),SkyEurope,,CF,737-700,Mar,2007,Europe,0,5,
Slovakia (Slovak Republic),SkyEurope,,CF,737-700,Jun,2006,Europe,0,4,
Slovakia (Slovak Republic),SkyEurope,,CF,737-700,Jun,2008,Europe,0,2,
Slovakia (Slovak Republic),SkyEurope,2008,CF,737-700,Jun,2006,Europe,1,1,
Slovakia (Slovak Republic),SkyEurope,2007,CF,737-700,Jul,2005,Europe,4,4,
Slovenia,Adria Airways d.d.,1969,PW,DC-9,Mar,1969,Europe,1,1,
Slovenia,Adria Airways d.d.,1970,PW,DC-9,Mar,1969,Europe,1,1,
Slovenia,Adria Airways d.d.,1982,PW,MD-80,Mar,1982,Europe,1,1,
Slovenia,Adria Airways d.d.,1971,PW,DC-9,Apr,1970,Europe,1,1,
Slovenia,Adria Airways d.d.,1973,PW,DC-9,May,1972,Europe,1,1,
Slovenia,Adria Airways d.d.,1976,PW,DC-9,May,1972,Europe,1,1,
Slovenia,Adria Airways d.d.,1976,PW,DC-9,May,1976,Europe,1,1,
Slovenia,Adria Airways d.d.,1977,PW,DC-9,Jul,1976,Europe,1,1,
Slovenia,Adria Airways d.d.,1981,PW,MD-80,Aug,1978,Europe,3,3,
Slovenia,Adria Airways d.d.,1985,PW,MD-80,Aug,1984,Europe,1,1,
Slovenia,Adria Airways d.d.,1986,PW,MD-80,Oct,1985,Europe,1,1,
South Africa,Comair Limited,2012,CF,737-800,Jun,2010,Africa,4,4,
South Africa,Comair Limited,2015,CF,737-800,Jun,2010,Africa,2,2,
South Africa,Comair Limited,2016,CF,737-800,Jun,2010,Africa,2,2,
South Africa,Comair Limited,,CF,737 MAX,Dec,2013,Africa,0,7,5
South Africa,Comair Limited,2019,CF,737 MAX,Dec,2013,Africa,1,1,
South Africa,South African Airways,1967,PW,727,Jan,1966,Africa,2,2,
South Africa,South African Airways,1960,PW,707/720,Feb,1958,Africa,3,3,
South Africa,South African Airways,1971,PW,727,Feb,1970,Africa,2,2,
South Africa,South African Airways,1982,PW,737-200,Feb,1982,Africa,1,1,
South Africa,South African Airways,1965,PW,707/720,Mar,1964,Africa,1,1,
South Africa,South African Airways,1967,PW,707/720,Mar,1965,Africa,1,1,
South Africa,South African Airways,1969,PW,707/720,Mar,1968,Africa,1,1,
South Africa,South African Airways,1969,PW,737-200,Mar,1968,Africa,1,1,
South Africa,South African Airways,1970,PW,737-200,Mar,1969,Africa,3,3,
South Africa,South African Airways,1971,PW,747-200,Mar,1968,Africa,2,2,
South Africa,South African Airways,1972,PW,747-200,Mar,1968,Africa,1,1,
South Africa,South African Airways,1980,PW,747-200,Mar,1979,Africa,2,2,
South Africa,South African Airways,1965,PW,727,May,1964,Africa,5,5,
South Africa,South African Airways,1991,RR,747-400,May,1989,Africa,2,2,
South Africa,South African Airways,2002,CF,737-800,May,2000,Africa,3,3,
South Africa,South African Airways,2003,CF,737-800,May,2000,Africa,2,2,
South Africa,South African Airways,1972,PW,747-200,Jun,1971,Africa,2,2,
South Africa,South African Airways,1983,PW,747-300,Jun,1981,Africa,2,2,
South Africa,South African Airways,1976,PW,747-100,Jul,1974,Africa,3,3,
South Africa,South African Airways,1968,PW,707/720,Aug,1966,Africa,2,2,
South Africa,South African Airways,1968,PW,737-200,Aug,1966,Africa,2,2,
South Africa,South African Airways,1976,PW,747-100,Aug,1975,Africa,2,2,
South Africa,South African Airways,1969,PW,707/720,Oct,1968,Africa,2,2,
South Africa,South African Airways,1977,PW,747-100,Oct,1975,Africa,1,1,
South Africa,South African Airways,1992,RR,747-400,Oct,1992,Africa,1,1,
South Africa,South African Airways,1993,RR,747-400,Oct,1993,Africa,1,1,
South Africa,South African Airways,,RR,777-200ER,Dec,1995,Africa,0,4,
South Africa,South African Airways,1981,PW,737-200,Dec,1979,Africa,5,5,
South Africa,South African Airways,1982,PW,737-200,Dec,1979,Africa,7,7,
South Africa,South African Airways,1998,GE,747-400,Dec,1998,Africa,2,2,
